accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
2017-03-15 00:22:39.477,2480,HTTP,[IP_ADDRESS],515,Chrome,41,Female,IN,Normal,Spanish,20.736,No,0,Others
2017-03-15 00:22:39.515,2079,HTTP,[IP_ADDRESS],702,Others,48,Female,US,Normal,Spanish,16.821,No,0,Credit Card
2017-03-15 00:22:39.515,2909,HTTP,[IP_ADDRESS],586,Others,26,Male,IT,Normal,Spanish,10.368,No,0,Cash
2017-03-15 00:22:48.636,3720,HTTP,[IP_ADDRESS],561,Others,27,Female,IT,Normal,Spanish,9.344,No,0,Debit Card
2017-03-15 00:22:48.636,2111,HTTP,[IP_ADDRESS],589,Others,26,Female,IT,Normal,Spanish,31.2,No,0,Cash
2017-03-15 00:22:48.762,2653,HTTP,[IP_ADDRESS],1726,Others,65,Female,IT,Normal,Spanish,76.12,No,0,Cash
2017-03-15 00:22:48.762,2570,HTTP,[IP_ADDRESS],579,Others,25,Female,US,Normal,Spanish,1199.976,No,0,Debit Card
2017-03-15 00:22:47.859,1515,HTTP,[IP_ADDRESS],2267,Mozilla Firefox,19,Female,CA,Premium,Spanish,0,Yes,105.584,Cash
2017-03-15 00:22:47.859,2275,HTTP,[IP_ADDRESS],3185,Mozilla Firefox,21,Male,IT,Premium,Spanish,327.76,No,0,Credit Card
2017-03-15 00:25:48.992,2924,HTTP,[IP_ADDRESS],2985,Mozilla Firefox,61,Female,IT,Premium,Chinese,11.632,No,0,Cash
2017-03-15 00:25:48.992,4524,HTTP,[IP_ADDRESS],2779,Mozilla Firefox,65,Female,PL,Premium,persian,143.982,No,0,Cash
2017-03-15 00:21:10.611,4306,HTTP,[IP_ADDRESS],231,Mozilla Firefox,23,Female,JP,Premium,Russian,494.376,No,0,Others
2017-03-15 00:21:10.611,2111,HTTP,[IP_ADDRESS],6590,Mozilla Firefox,42,Male,AT,Premium,Chinese,5.84,No,0,Others
2017-03-15 00:23:48.637,2864,HTTP,[IP_ADDRESS],702,Android App,33,Male,JP,Normal,Spanish,142.776,No,0,Cash
2017-03-15 00:23:48.637,3508,HTTP,[IP_ADDRESS],586,Android App,54,Female,CN,Normal,Spanish,45.696,No,0,Others
2017-03-15 00:23:48.637,2959,HTTP,[IP_ADDRESS],556,Android App,67,Female,CN,Normal,Spanish,7.218,No,0,Debit Card
2017-03-15 00:23:48.637,2633,HTTP,[IP_ADDRESS],515,Android App,41,Female,CN,Normal,Spanish,43.188,No,0,Cash
2017-03-15 00:26:34.903,3334,HTTP,[IP_ADDRESS],3093,Android App,57,Female,US,Premium,Spanish,131.904,No,0,Cash
2017-03-15 00:26:34.903,2211,HTTP,[IP_ADDRESS],2935,Android App,35,Female,PL,Premium,Spanish,3.282,No,0,Credit Card
2017-03-15 00:23:43.343,3756,HTTP,[IP_ADDRESS],2163,Android App,62,Male,US,Premium,Spanish,21.168,No,0,Cash
2017-03-15 00:23:43.343,4763,HTTP,[IP_ADDRESS],3185,Android App,26,Male,IT,Premium,Russian,55.188,No,0,Credit Card
2017-03-15 00:26:43.145,2742,HTTP,[IP_ADDRESS],2261,Android App,48,Male,IT,Premium,Chinese,369.576,No,0,Cash
2017-03-15 00:26:43.145,3791,HTTP,[IP_ADDRESS],3249,Android App,57,Female,US,Premium,Chinese,15.712,No,0,Credit Card
2017-03-15 00:25:01.434,3496,HTTP,[IP_ADDRESS],277,Android App,53,Female,CA,Premium,Chinese,8.448,No,0,Cash
2017-03-15 00:25:01.434,1814,HTTP,[IP_ADDRESS],6590,Android App,58,Male,CN,Premium,italian,728.946,No,0,Cash
2017-03-15 00:24:04.156,1881,UDP  ,[IP_ADDRESS],46,Android App,32,Female,US,Premium,italian,119.94,No,0,Cash
2017-03-15 00:24:04.156,1516,ICMP ,[IP_ADDRESS],56,Android App,23,Female,AU,Premium,German,3.648,No,0,Cash
2017-03-15 00:27:02.616,3495,HTTP,[IP_ADDRESS],2261,Android App,49,Female,AT,Premium,Chinese,40.48,No,0,Cash
2017-03-15 00:27:02.616,3348,HTTP,[IP_ADDRESS],3249,Android App,26,Female,CO,Premium,Chinese,9.94,No,0,Debit Card
2017-03-15 00:27:09.909,4863,HTTP,[IP_ADDRESS],1029,Android App,62,Female,ZA,Premium,Chinese,107.424,No,0,Cash
2017-03-15 00:27:09.909,4501,HTTP,[IP_ADDRESS],4421,Android App,30,Male,US,Premium,Chinese,37.91,No,0,Debit Card
2017-03-15 00:24:12.015,4018,HTTP,[IP_ADDRESS],2267,Android App,28,Female,IT,Premium,Chinese,88.02,No,0,Others
2017-03-15 00:24:12.015,2404,HTTP,[IP_ADDRESS],3185,Android App,65,Female,ZA,Premium,German,8.69,No,0,Debit Card
2017-03-15 00:27:13.929,4551,HTTP,[IP_ADDRESS],3065,Android App,56,Female,CH,Premium,Chinese,0,Yes,21.168,Debit Card
2017-03-15 00:27:13.929,1925,HTTP,[IP_ADDRESS],2825,Android App,40,Female,IT,Premium,German,555.21,No,0,Debit Card
2017-03-15 00:27:35.995,2580,HTTP,[IP_ADDRESS],46,Chrome,55,Male,JP,Premium,German,523.48,No,0,Others
2017-03-15 00:27:35.995,4240,HTTP,[IP_ADDRESS],40,Mozilla Firefox,61,Female,PR,Premium,Chinese,161.82,No,0,Cash
2017-03-15 00:24:32.332,1922,HTTP,[IP_ADDRESS],2267,Mozilla Firefox,35,Female,CA,Premium,Chinese,35.56,No,0,Cash
2017-03-15 00:24:32.332,2370,HTTP,[IP_ADDRESS],3197,Mozilla Firefox,37,Female,US,Premium,German,97.16,No,0,Debit Card
2017-03-15 00:24:41.430,2233,HTTP,[IP_ADDRESS],2279,Mozilla Firefox,32,Male,NO,Premium,German,15.24,No,0,Credit Card
2017-03-15 00:24:41.430,3924,HTTP,[IP_ADDRESS],3305,Mozilla Firefox,68,Female,RU,Premium,German,13.23,No,0,Debit Card
2017-03-15 00:24:50.232,3449,HTTP,[IP_ADDRESS],1259,Mozilla Firefox,44,Female,AR,Premium,Chinese,243.384,No,0,Credit Card
2017-03-15 00:24:50.232,1999,HTTP,[IP_ADDRESS],1913,Mozilla Firefox,61,Female,IN,Premium,Chinese,119.8,No,0,Credit Card
2017-03-15 00:22:39.526,1780,HTTP,[IP_ADDRESS],92,Mozilla Firefox,38,Male,US,Normal,Chinese,0,Yes,107.424,Cash
2017-03-15 00:22:39.526,3144,HTTP,[IP_ADDRESS],190,Mozilla Firefox,66,Female,IT,Normal,Chinese,17.88,No,0,Credit Card
2017-03-15 00:24:43.086,3038,HTTP,[IP_ADDRESS],2267,Mozilla Firefox,53,Female,IT,Premium,German,235.944,No,0,Credit Card
2017-03-15 00:24:43.086,4152,HTTP,[IP_ADDRESS],3197,Android App,21,Female,IT,Premium,Chinese,392.94,No,0,Cash
2017-03-15 00:24:52.257,3041,HTTP,[IP_ADDRESS],1259,Chrome,61,Male,IT,Premium,German,18.882,No,0,Cash
2017-03-15 00:24:52.257,2725,HTTP,[IP_ADDRESS],1913,Chrome,32,Female,US,Premium,Chinese,122.328,No,0,Credit Card
2017-03-15 00:27:44.263,4952,HTTP,[IP_ADDRESS],2985,Chrome,46,Female,CA,Premium,Chinese,1049.2,No,0,Cash
2017-03-15 00:27:44.263,3087,HTTP,[IP_ADDRESS],2825,Chrome,25,Male,IT,Premium,Chinese,15.424,No,0,Debit Card
2017-03-15 00:24:54.889,3994,HTTP,[IP_ADDRESS],1259,Chrome,49,Female,IT,Premium,German,18.84,No,0,Cash
2017-03-15 00:24:54.889,2383,HTTP,[IP_ADDRESS],1913,Chrome,26,Female,PL,Premium,German,330.4,No,0,Cash
2017-03-15 00:24:53.658,4468,HTTP,[IP_ADDRESS],2267,IOS App,40,Female,JP,Premium,Chinese,26.25,No,0,Cash
2017-03-15 00:24:53.658,1722,HTTP,[IP_ADDRESS],3185,IOS App,20,Female,IT,Premium,Chinese,132.52,No,0,Cash
2017-03-15 00:27:59.593,4243,HTTP,[IP_ADDRESS],3065,IOS App,38,Female,CN,Premium,Chinese,0,Yes,243.384,Debit Card
2017-03-15 00:27:59.593,3158,HTTP,[IP_ADDRESS],2917,IOS App,63,Female,US,Premium,Chinese,209.3,No,0,Others
2017-03-15 00:25:18.146,4355,HTTP,[IP_ADDRESS],1259,IOS App,25,Male,US,Premium,Chinese,31.56,No,0,Credit Card
2017-03-15 00:25:18.146,4649,HTTP,[IP_ADDRESS],1913,IOS App,19,Female,US,Premium,Chinese,30.144,No,0,Credit Card
2017-03-15 00:28:22.744,2903,HTTP,[IP_ADDRESS],46,IOS App,53,Female,SE,Premium,Chinese,14.8,No,0,Debit Card
2017-03-15 00:28:22.744,3311,HTTP,[IP_ADDRESS],40,Microsoft Edge,51,Female,RU,Premium,Chinese,0,Yes,392.94,Credit Card
2017-03-15 00:26:28.329,2947,HTTP,[IP_ADDRESS],389,Microsoft Edge,56,Male,CN,Premium,urdu,0,Yes,18.882,Cash
2017-03-15 00:26:28.329,1530,HTTP,[IP_ADDRESS],6774,Microsoft Edge,29,Male,NO,Premium,German,379.4,No,0,Cash
2017-03-15 00:28:18.431,3833,HTTP,[IP_ADDRESS],2985,Microsoft Edge,20,Female,IN,Premium,Spanish,97.82,No,0,Debit Card
2017-03-15 00:28:18.431,4952,HTTP,[IP_ADDRESS],2825,Microsoft Edge,35,Female,IT,Premium,Spanish,103.12,No,0,Debit Card
2017-03-15 00:25:21.648,2403,HTTP,[IP_ADDRESS],2387,Microsoft Edge,62,Female,IT,Premium,Spanish,113.552,No,0,Cash
2017-03-15 00:25:21.648,2706,HTTP,[IP_ADDRESS],3185,Safari,32,Female,PL,Premium,Spanish,3.318,No,0,Debit Card
2017-03-15 00:23:33.236,2158,HTTP,[IP_ADDRESS],268,Safari,48,Male,JP,Premium,German,134.288,No,0,Others
2017-03-15 00:23:33.236,4842,HTTP,[IP_ADDRESS],341,Safari,43,Male,CH,Premium,German,701.372,No,0,Cash
2017-03-15 00:25:39.480,1774,HTTP,[IP_ADDRESS],556,Safari,57,Female,US,Normal,Chinese,2.308,No,0,Cash
2017-03-15 00:25:39.480,3702,HTTP,[IP_ADDRESS],515,Others,33,Male,IT,Normal,Spanish,999.432,No,0,Cash
2017-03-15 00:25:39.512,2214,HTTP,[IP_ADDRESS],702,Others,49,Female,US,Normal,Chinese,724.08,No,0,Cash
2017-03-15 00:25:39.512,3743,HTTP,[IP_ADDRESS],586,Others,29,Female,IN,Normal,German,918.785,No,0,Cash
2017-03-15 00:25:39.529,3156,HTTP,[IP_ADDRESS],639,Others,43,Female,IT,Normal,Chinese,2.724,No,0,Debit Card
2017-03-15 00:25:39.529,2408,HTTP,[IP_ADDRESS],614,Others,36,Female,SE,Normal,Chinese,459.95,No,0,Cash
2017-03-15 00:25:32.675,3636,HTTP,[IP_ADDRESS],2267,Others,59,Female,JP,Premium,Russian,10.74,No,0,Others
2017-03-15 00:25:32.675,4429,HTTP,[IP_ADDRESS],3185,Others,31,Female,IN,Premium,Chinese,23.76,No,0,Credit Card
2017-03-15 00:25:41.034,4559,HTTP,[IP_ADDRESS],1259,Others,51,Female,US,Premium,Chinese,85.056,No,0,Cash
2017-03-15 00:25:41.034,4752,HTTP,[IP_ADDRESS],1913,Others,27,Male,RU,Premium,Russian,381.576,No,0,Credit Card
2017-03-15 00:25:35.573,4715,HTTP,[IP_ADDRESS],2267,Others,62,Female,CA,Premium,Chinese,30.36,No,0,Cash
2017-03-15 00:25:35.573,3403,HTTP,[IP_ADDRESS],3185,Safari,44,Male,IT,Premium,Chinese,23.976,No,0,Cash
2017-03-15 00:25:43.402,4530,HTTP,[IP_ADDRESS],1259,Safari,18,Female,US,Premium,Chinese,108.925,No,0,Credit Card
2017-03-15 00:25:43.402,4403,HTTP,[IP_ADDRESS],1913,Safari,52,Female,PR,Premium,Chinese,36.352,No,0,Credit Card
2017-03-15 00:28:39.214,4120,HTTP,[IP_ADDRESS],480,Safari,60,Male,IT,Premium,Chinese,19.56,No,0,Credit Card
2017-03-15 00:28:39.214,2949,HTTP,[IP_ADDRESS],2489,Safari,34,Female,CA,Premium,Chinese,61.44,No,0,Cash
2017-03-15 00:25:45.710,4439,HTTP,[IP_ADDRESS],1259,Safari,47,Male,IT,Premium,Chinese,38.9,No,0,Cash
2017-03-15 00:25:45.710,4245,HTTP,[IP_ADDRESS],1913,IOS App,58,Female,RU,Premium,Chinese,99.39,No,0,Credit Card
2017-03-15 00:25:47.294,2234,HTTP,[IP_ADDRESS],1259,Microsoft Edge,51,Female,SE,Premium,Chinese,2.688,No,0,Credit Card
2017-03-15 00:25:47.294,2886,HTTP,[IP_ADDRESS],1913,Microsoft Edge,32,Female,GB,Premium,swedish,27.816,No,0,Cash
2017-03-15 00:25:49.818,1584,HTTP,[IP_ADDRESS],1259,Microsoft Edge,23,Female,IT,Premium,urdu,82.524,No,0,Cash
2017-03-15 00:25:49.818,4016,HTTP,[IP_ADDRESS],1913,IOS App,38,Female,US,Premium,Chinese,182.994,No,0,Cash
2017-03-15 00:25:43.116,2104,HTTP,[IP_ADDRESS],2267,IOS App,63,Male,US,Premium,Chinese,14.352,No,0,Credit Card
2017-03-15 00:25:43.116,1821,HTTP,[IP_ADDRESS],3185,IOS App,50,Female,US,Premium,Chinese,64.96,No,0,Credit Card
2017-03-15 00:25:52.096,4824,HTTP,[IP_ADDRESS],1259,IOS App,64,Male,IT,Premium,Chinese,68.6,No,0,Credit Card
2017-03-15 00:25:52.096,2750,HTTP,[IP_ADDRESS],1913,IOS App,51,Male,PL,Premium,Chinese,0,Yes,23.976,Cash
2017-03-15 00:25:54.675,2064,UDP  ,[IP_ADDRESS],437,Chrome,21,Male,IT,Premium,Chinese,167.44,No,0,Credit Card
2017-03-15 00:25:54.675,3041,ICMP ,[IP_ADDRESS],465,Chrome,20,Female,PL,Premium,Chinese,479.97,No,0,Credit Card
2017-03-15 00:28:41.973,1794,HTTP,[IP_ADDRESS],2985,Chrome,34,Male,CA,Premium,Chinese,14.62,No,0,Others
2017-03-15 00:28:41.973,4546,HTTP,[IP_ADDRESS],2871,Chrome,26,Female,CO,Premium,Chinese,19.44,No,0,Debit Card
2017-03-15 00:25:54.270,2963,HTTP,[IP_ADDRESS],1259,Chrome,19,Female,PL,Premium,Chinese,191.984,No,0,Cash
2017-03-15 00:25:54.270,4713,HTTP,[IP_ADDRESS],1913,Chrome,47,Female,CA,Premium,Chinese,0,Yes,99.39,Credit Card
2017-03-15 00:25:56.461,1716,HTTP,[IP_ADDRESS],1259,Chrome,47,Male,AR,Premium,Spanish,284.82,No,0,Cash
2017-03-15 00:25:56.461,3235,HTTP,[IP_ADDRESS],1913,Chrome,56,Female,PL,Premium,Spanish,36.84,No,0,Others
2017-03-15 00:25:58.569,2749,HTTP,[IP_ADDRESS],1259,Chrome,42,Male,IN,Premium,Spanish,166.24,No,0,Cash
2017-03-15 00:25:58.569,2920,HTTP,[IP_ADDRESS],1913,Chrome,49,Male,KR,Premium,Spanish,33.4,No,0,Credit Card
2017-03-15 00:26:01.291,1912,HTTP,[IP_ADDRESS],1259,Others,51,Female,CA,Premium,Spanish,198.272,No,0,Cash
2017-03-15 00:26:01.291,4060,HTTP,[IP_ADDRESS],1913,Others,41,Female,CN,Premium,Spanish,47.36,No,0,Credit Card
2017-03-15 00:25:53.931,3066,HTTP,[IP_ADDRESS],2267,Others,27,Male,AT,Premium,Spanish,200.984,No,0,Credit Card
2017-03-15 00:25:53.931,2973,HTTP,[IP_ADDRESS],3197,Others,61,Female,US,Premium,Spanish,97.696,No,0,Cash
2017-03-15 00:26:04.748,3645,HTTP,[IP_ADDRESS],1275,Others,38,Female,CA,Premium,Spanish,2.696,No,0,Cash
2017-03-15 00:26:04.748,2471,HTTP,[IP_ADDRESS],1913,Others,42,Male,SE,Premium,Spanish,18.588,No,0,Debit Card
2017-03-15 00:26:07.101,3937,HTTP,[IP_ADDRESS],1259,Mozilla Firefox,58,Male,CH,Premium,Spanish,4.896,No,0,Cash
2017-03-15 00:26:07.101,3330,HTTP,[IP_ADDRESS],1913,Mozilla Firefox,57,Female,IN,Premium,Spanish,15.072,No,0,Cash
2017-03-15 00:26:04.896,4638,HTTP,[IP_ADDRESS],2267,Mozilla Firefox,23,Male,IN,Premium,French,209.88,No,0,Debit Card
2017-03-15 00:26:04.896,1831,HTTP,[IP_ADDRESS],3185,Mozilla Firefox,62,Female,US,Premium,Chinese,369.912,No,0,Others
2017-03-15 00:26:15.183,1630,HTTP,[IP_ADDRESS],2163,Mozilla Firefox,31,Male,NO,Premium,Chinese,10.368,No,0,Credit Card
2017-03-15 00:26:15.183,3924,HTTP,[IP_ADDRESS],3185,Mozilla Firefox,54,Female,IN,Premium,Chinese,166.84,No,0,Debit Card
2017-03-15 00:29:14.517,1968,HTTP,[IP_ADDRESS],2273,Android App,19,Male,JP,Premium,Chinese,15.216,No,0,Cash
2017-03-15 00:29:14.517,3164,HTTP,[IP_ADDRESS],3489,Android App,68,Male,PL,Premium,persian,119.96,No,0,Credit Card
2017-03-15 00:29:14.796,4524,HTTP,[IP_ADDRESS],3037,Android App,44,Male,GB,Premium,French,883.92,No,0,Cash
2017-03-15 00:29:14.796,3360,HTTP,[IP_ADDRESS],2981,Android App,44,Female,CA,Premium,Chinese,46.72,No,0,Credit Card
2017-03-15 00:26:24.901,2977,HTTP,[IP_ADDRESS],2371,Android App,29,Female,SE,Premium,Chinese,55.48,No,0,Cash
2017-03-15 00:26:24.901,3583,HTTP,[IP_ADDRESS],3185,Android App,67,Female,JP,Premium,Chinese,24.448,No,0,Credit Card
2017-03-15 00:26:30.491,1598,HTTP,[IP_ADDRESS],2267,Android App,28,Female,CH,Premium,Chinese,281.34,No,0,Others
2017-03-15 00:26:30.491,3753,HTTP,[IP_ADDRESS],3185,Android App,34,Female,ZA,Premium,Chinese,307.98,No,0,Credit Card
2017-03-15 00:26:39.469,4424,HTTP,[IP_ADDRESS],561,Android App,45,Male,CA,Normal,Chinese,299.97,No,0,Cash
2017-03-15 00:26:39.469,1768,HTTP,[IP_ADDRESS],589,Android App,55,Female,AT,Normal,Chinese,19.92,No,0,Credit Card
2017-03-15 00:26:39.700,2901,HTTP,[IP_ADDRESS],1726,Android App,69,Female,CA,Normal,Chinese,9.94,No,0,Debit Card
2017-03-15 00:26:39.700,1928,HTTP,[IP_ADDRESS],579,Android App,30,Male,NO,Normal,Chinese,103.056,No,0,Cash
2017-03-15 00:29:39.449,2281,HTTP,[IP_ADDRESS],94,Android App,38,Female,CA,Premium,Chinese,59.808,No,0,Credit Card
2017-03-15 00:29:39.449,3877,HTTP,[IP_ADDRESS],48,Android App,39,Male,MX,Premium,Chinese,73.32,No,0,Credit Card
2017-03-15 00:26:33.784,2449,HTTP,[IP_ADDRESS],2163,Android App,63,Female,CA,Premium,Spanish,0,Yes,15.216,Debit Card
2017-03-15 00:26:33.784,1792,HTTP,[IP_ADDRESS],3185,Android App,49,Male,IT,Premium,Arabic,1652.94,No,0,Credit Card
2017-03-15 00:29:33.137,4992,HTTP,[IP_ADDRESS],3093,Android App,66,Female,US,Premium,Chinese,296.37,No,0,Cash
2017-03-15 00:29:33.137,1644,HTTP,[IP_ADDRESS],2779,Android App,68,Female,US,Premium,Chinese,129.92,No,0,Others
2017-03-15 00:26:48.651,3297,HTTP,[IP_ADDRESS],702,Android App,18,Male,US,Normal,Chinese,45.584,No,0,Credit Card
2017-03-15 00:26:48.651,3649,HTTP,[IP_ADDRESS],586,Android App,42,Female,IT,Normal,Chinese,17.568,No,0,Cash
2017-03-15 00:26:48.651,4163,HTTP,[IP_ADDRESS],556,Android App,54,Female,RU,Normal,Chinese,55.992,No,0,Credit Card
2017-03-15 00:26:48.651,4445,HTTP,[IP_ADDRESS],515,Android App,43,Male,RU,Normal,Spanish,182.72,No,0,Cash
2017-03-15 00:26:49.713,3812,HTTP,[IP_ADDRESS],639,Chrome,54,Male,JP,Normal,Spanish,400.032,No,0,Cash
2017-03-15 00:26:49.713,4811,HTTP,[IP_ADDRESS],614,Mozilla Firefox,43,Male,IT,Normal,Spanish,33.63,No,0,Debit Card
2017-03-15 00:29:22.662,4118,HTTP,[IP_ADDRESS],242,Mozilla Firefox,44,Male,US,Premium,Spanish,0,No,0,Credit Card
2017-03-15 00:29:22.662,4473,HTTP,[IP_ADDRESS],679,Mozilla Firefox,36,Male,IT,Premium,Spanish,6.3,No,0,Cash
2017-03-15 00:26:52.993,4520,HTTP,[IP_ADDRESS],2383,Mozilla Firefox,41,Female,CA,Premium,Spanish,242.94,No,0,Cash
2017-03-15 00:26:52.993,2138,HTTP,[IP_ADDRESS],3289,Mozilla Firefox,45,Female,JP,Premium,Spanish,179.97,No,0,Credit Card
2017-03-15 00:30:08.258,4066,HTTP,[IP_ADDRESS],374,Mozilla Firefox,41,Female,IT,Premium,Spanish,99.696,No,0,Others
2017-03-15 00:30:08.258,2225,HTTP,[IP_ADDRESS],2385,Mozilla Firefox,58,Male,IT,Premium,Spanish,27.936,No,0,Credit Card
2017-03-15 00:27:16.658,1590,UDP  ,[IP_ADDRESS],122,Mozilla Firefox,34,Female,US,Premium,Spanish,84.98,No,0,Credit Card
2017-03-15 00:27:16.659,4419,ICMP ,[IP_ADDRESS],150,Mozilla Firefox,67,Female,CA,Premium,Spanish,18.72,No,0,Debit Card
2017-03-15 00:30:02.319,4203,HTTP,[IP_ADDRESS],2985,Mozilla Firefox,60,Male,CN,Premium,Spanish,49.98,No,0,Credit Card
2017-03-15 00:30:02.319,1589,HTTP,[IP_ADDRESS],2843,Android App,31,Female,CN,Premium,Spanish,11.784,No,0,Credit Card
2017-03-15 00:25:43.681,4076,HTTP,[IP_ADDRESS],983,Chrome,52,Female,ZA,Premium,Spanish,272.736,No,0,Credit Card
2017-03-15 00:25:43.681,3707,HTTP,[IP_ADDRESS],7633,Chrome,25,Male,IT,Premium,Spanish,3.54,No,0,Credit Card
2017-03-15 00:30:18.290,3903,HTTP,[IP_ADDRESS],46,Chrome,22,Female,CA,Premium,Spanish,51.52,No,0,Cash
2017-03-15 00:30:18.290,3236,HTTP,[IP_ADDRESS],40,Chrome,34,Female,CN,Premium,Spanish,3.528,No,0,Cash
2017-03-15 00:27:11.857,4037,HTTP,[IP_ADDRESS],2283,Chrome,30,Male,US,Premium,Spanish,4.624,No,0,Cash
2017-03-15 00:27:11.857,3349,HTTP,[IP_ADDRESS],3185,Chrome,25,Female,CA,Premium,Spanish,55.168,No,0,Credit Card
2017-03-15 00:30:28.752,2107,HTTP,[IP_ADDRESS],46,IOS App,48,Female,AR,Premium,Spanish,567.12,No,0,Cash
2017-03-15 00:30:28.752,2593,HTTP,[IP_ADDRESS],40,IOS App,30,Male,GB,Premium,Spanish,359.32,No,0,Cash
2017-03-15 00:27:20.592,2254,HTTP,[IP_ADDRESS],2423,IOS App,30,Female,DE,Premium,French,11.992,No,0,Credit Card
2017-03-15 00:27:20.592,3256,HTTP,[IP_ADDRESS],3185,IOS App,36,Female,US,Premium,Chinese,58.05,No,0,Others
2017-03-15 00:27:25.530,4018,HTTP,[IP_ADDRESS],2163,IOS App,52,Female,IN,Premium,Chinese,157.74,No,0,Credit Card
2017-03-15 00:27:25.530,3025,HTTP,[IP_ADDRESS],3237,IOS App,33,Male,IN,Premium,Chinese,56.98,No,0,Debit Card
2017-03-15 00:27:29.934,1901,HTTP,[IP_ADDRESS],2335,IOS App,69,Male,IN,Premium,Chinese,2.88,No,0,Others
2017-03-15 00:27:29.934,1553,HTTP,[IP_ADDRESS],3185,Microsoft Edge,46,Female,IN,Premium,Chinese,1199.976,No,0,Debit Card
2017-03-15 00:30:34.065,4773,HTTP,[IP_ADDRESS],2985,Microsoft Edge,65,Female,PL,Premium,Chinese,79.92,No,0,Cash
2017-03-15 00:30:34.065,1955,HTTP,[IP_ADDRESS],2779,Microsoft Edge,27,Male,GB,Premium,Chinese,383.438,No,0,Others
2017-03-15 00:27:48.639,2499,HTTP,[IP_ADDRESS],561,Microsoft Edge,42,Female,CA,Normal,Chinese,24.56,No,0,Credit Card
2017-03-15 00:27:48.639,2627,HTTP,[IP_ADDRESS],589,Microsoft Edge,56,Female,SE,Normal,Chinese,119.8,No,0,Cash
2017-03-15 00:27:48.764,1935,HTTP,[IP_ADDRESS],1726,Microsoft Edge,68,Female,JP,Normal,Chinese,13.128,No,0,Debit Card
2017-03-15 00:27:48.764,2710,HTTP,[IP_ADDRESS],579,Safari,64,Male,CH,Normal,Portuguese,22.72,No,0,Others
2017-03-15 00:27:39.683,3440,HTTP,[IP_ADDRESS],2283,Safari,59,Male,ZA,Premium,Chinese,58.32,No,0,Cash
2017-03-15 00:27:39.683,1916,HTTP,[IP_ADDRESS],3185,Safari,68,Female,CA,Premium,Chinese,12.39,No,0,Credit Card
2017-03-15 00:30:59.063,4449,HTTP,[IP_ADDRESS],3117,Safari,25,Male,AT,Premium,Chinese,107.982,No,0,Cash
2017-03-15 00:30:59.063,3514,HTTP,[IP_ADDRESS],3073,Others,40,Female,CA,Premium,Chinese,11.36,No,0,Cash
2017-03-15 00:28:19.552,3501,HTTP,[IP_ADDRESS],2163,Others,18,Female,NO,Premium,Chinese,50.94,No,0,Others
2017-03-15 00:28:19.552,3744,HTTP,[IP_ADDRESS],3185,Others,56,Male,CA,Premium,Chinese,646.74,No,0,Others
2017-03-15 00:31:01.059,2034,HTTP,[IP_ADDRESS],977,Others,36,Female,MX,Premium,Chinese,5.64,No,0,Credit Card
2017-03-15 00:31:01.059,4034,HTTP,[IP_ADDRESS],6541,Others,30,Female,CA,Premium,Chinese,572.58,No,0,Cash
2017-03-15 00:28:39.469,3264,HTTP,[IP_ADDRESS],556,Others,52,Female,IT,Normal,Spanish,310.88,No,0,Debit Card
2017-03-15 00:28:39.469,4389,HTTP,[IP_ADDRESS],515,Others,24,Female,US,Normal,Spanish,641.96,No,0,Cash
2017-03-15 00:28:39.514,4192,HTTP,[IP_ADDRESS],702,Others,30,Female,US,Normal,Spanish,18.28,No,0,Cash
2017-03-15 00:28:39.514,4246,HTTP,[IP_ADDRESS],586,Others,45,Female,US,Normal,Spanish,207,No,0,Debit Card
2017-03-15 00:31:46.714,2050,HTTP,[IP_ADDRESS],3065,Others,29,Male,IT,Premium,Spanish,32.35,No,0,Cash
2017-03-15 00:31:46.714,4089,HTTP,[IP_ADDRESS],2963,Safari,24,Male,RU,Premium,Spanish,7.71,No,0,Credit Card
2017-03-15 00:32:17.887,3812,HTTP,[IP_ADDRESS],2985,Safari,46,Female,RU,Premium,Spanish,40.3,No,0,Cash
2017-03-15 00:32:17.887,4057,HTTP,[IP_ADDRESS],2971,Safari,65,Female,JP,Premium,Spanish,34.58,No,0,Cash
2017-03-15 00:32:39.208,3581,HTTP,[IP_ADDRESS],977,Safari,26,Female,IT,Premium,Spanish,32.76,No,0,Others
2017-03-15 00:32:39.208,3048,HTTP,[IP_ADDRESS],1506,Safari,58,Female,US,Premium,Spanish,0,No,0,Others
2017-03-15 00:29:48.650,1505,HTTP,[IP_ADDRESS],702,Safari,45,Female,IT,Normal,Spanish,59.94,No,0,Cash
2017-03-15 00:29:48.650,4828,HTTP,[IP_ADDRESS],586,IOS App,43,Male,CA,Normal,Spanish,23.92,No,0,Others
2017-03-15 00:29:48.650,4633,HTTP,[IP_ADDRESS],556,Microsoft Edge,25,Female,JP,Normal,Spanish,4.28,No,0,Debit Card
2017-03-15 00:29:48.650,4669,HTTP,[IP_ADDRESS],515,Microsoft Edge,53,Female,IT,Normal,Spanish,32.07,No,0,Cash
2017-03-15 00:32:35.276,1715,HTTP,[IP_ADDRESS],3093,Microsoft Edge,63,Female,IT,Premium,Spanish,24,No,0,Cash
